,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,0.0625,0.125,0.25,0.5,1.0,2.0,4.0,8.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.0517578125e-05,72.74881516587678,72.74881516587678,72.74881516587678,72.74881516587678,72.74881516587678,76.77725118483413,79.14691943127961,81.27962085308057,81.04265402843602,81.75355450236967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.103515625e-05,72.74881516587678,72.74881516587678,72.74881516587678,72.74881516587678,76.54028436018957,79.14691943127961,81.04265402843602,81.04265402843602,81.51658767772511,79.62085308056872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0001220703125,72.74881516587678,72.74881516587678,72.74881516587678,75.82938388625593,78.67298578199052,80.80568720379146,81.04265402843602,81.51658767772511,80.09478672985783,78.67298578199052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.000244140625,72.74881516587678,72.74881516587678,73.22274881516587,77.48815165876776,79.85781990521326,81.27962085308057,81.51658767772511,80.80568720379146,79.38388625592417,77.72511848341233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.00048828125,72.74881516587678,72.74881516587678,74.64454976303317,77.96208530805687,80.33175355450237,80.80568720379146,80.80568720379146,79.38388625592417,79.62085308056872,79.62085308056872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0009765625,72.74881516587678,72.74881516587678,73.45971563981043,77.72511848341233,79.14691943127961,79.85781990521326,78.90995260663507,78.90995260663507,78.90995260663507,78.90995260663507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.001953125,72.74881516587678,72.74881516587678,72.74881516587678,75.11848341232228,76.77725118483413,76.77725118483413,76.77725118483413,77.01421800947867,77.01421800947867,77.01421800947867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.00390625,72.74881516587678,72.74881516587678,72.74881516587678,74.17061611374407,74.40758293838863,74.88151658767772,74.88151658767772,75.11848341232228,75.11848341232228,74.88151658767772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0078125,72.74881516587678,72.74881516587678,73.45971563981043,74.17061611374407,74.40758293838863,74.40758293838863,74.40758293838863,74.40758293838863,74.40758293838863,74.40758293838863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.015625,72.74881516587678,72.74881516587678,73.45971563981043,74.17061611374407,74.40758293838863,74.40758293838863,74.64454976303317,74.40758293838863,74.40758293838863,74.40758293838863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.03125,72.74881516587678,72.74881516587678,72.98578199052133,73.93364928909952,74.40758293838863,74.40758293838863,74.40758293838863,74.64454976303317,74.64454976303317,74.40758293838863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0625,72.74881516587678,72.74881516587678,72.74881516587678,73.69668246445498,73.93364928909952,74.17061611374407,74.64454976303317,74.64454976303317,74.64454976303317,74.17061611374407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.125,72.74881516587678,72.74881516587678,72.74881516587678,72.98578199052133,73.45971563981043,73.93364928909952,73.93364928909952,73.93364928909952,73.69668246445498,73.69668246445498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.25,72.74881516587678,72.74881516587678,72.74881516587678,72.74881516587678,72.98578199052133,73.93364928909952,73.93364928909952,73.69668246445498,73.69668246445498,73.69668246445498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5,72.74881516587678,72.74881516587678,72.74881516587678,72.74881516587678,72.74881516587678,73.22274881516587,72.98578199052133,72.98578199052133,72.98578199052133,72.98578199052133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
